10611,7353512,True
10678,7424224,True
4467,5009200,True
11290,7626072,True
5253,5415320,True
1213,2590760,True
5373,5537416,True
3689,4626760,True
6446,5988696,True
14898,9380240,True
14839,9281024,True
8352,6714496,True
407,1494888,True
191,944016,True
7333,6232336,True
3776,4713112,True
2280,3521304,True
10363,7217168,True
4130,4854472,True
6032,5763896,True
4389,5028296,True
1120,2487680,True
8074,6593000,True
26808,12151856,False
1730,2999640,True
2274,3454328,True
10583,7322792,True
12639,7998168,True
9675,7091240,True
20789,10742248,True
9273,6943168,True
27216,12152088,False
24687,11699608,True
16932,9979680,True
13238,8106072,True
12855,8047728,True
17869,10164392,True
6640,5964008,True
2638,3689496,True
12111,7882928,True
9676,7072616,True
24820,11749744,True
12134,7809376,True
2785,3809912,True
13789,8233352,True
12161,7848360,True
4706,5188720,True
26310,12152112,False
851,2304160,True
7738,6450408,True
6619,5974888,True
866,2293776,True
18324,10188712,True
9485,7071800,True
264,1225888,True
15055,9422320,True
1227,2630432,True
1185,2538552,True
21262,10870928,True
1495,2850592,True
24679,11628776,True
8494,6727360,True
21136,10873080,True
6434,5940368,True
11613,7742240,True
4702,5155976,True
3288,4102632,True
4413,5100744,True
112,764536,True
2267,3431016,True
1481,2879800,True
10588,7350744,True
4754,5208712,True
6572,5925632,True
4686,5160344,True
11976,7838368,True
5719,5567496,True
7454,6338488,True
3436,4133776,True
10223,7311208,True
5087,5360560,True
19613,10606192,True
16002,9650248,True
5957,5757632,True
6631,5944016,True
26846,12152176,False
8659,6755856,True
5836,5665112,True
25825,11870752,True
10567,7362256,True
7041,6118696,True
698,1927848,True
26953,12150760,False
12391,7945824,True
27012,12152272,False
8778,6665512,True
14338,9252936,True
21624,10980528,True
141,924256,True
11454,7622384,True
10979,7420472,True
4040,4743848,True
11196,7584824,True
14450,9334664,True
6043,5738256,True
6250,5845408,True
7218,6186704,True
90,642480,True
18844,10452648,True
3372,4593928,True
5615,5551176,True
3078,3924600,True
8154,6539032,True
7133,6238984,True
14983,9458704,True
9348,6949456,True
6393,6017232,True
2853,3799688,True
2394,3623304,True
8707,6805328,True
19222,10492744,True
26461,12137600,True
6583,6008168,True
15254,9466520,True
11207,7628872,True
377,1443480,True
12329,7865728,True
11637,7615768,True
9293,6998384,True
27105,12152312,False
3014,3865456,True
25544,11918176,True
1175,2577016,True
10411,7353632,True
8983,6810160,True
13141,8140480,True
10645,7398752,True
11559,7742376,True
9014,6901008,True
27260,12151952,False
11425,7607632,True
14712,9272000,True
5085,5299752,True
1358,2700632,True
17394,9972216,True
7019,6119024,True
9967,7218472,True
3694,4642560,True
26732,12152048,False
12246,7913536,True
3565,4552424,True
8118,6556224,True
10189,7294128,True
19150,10419264,True
463,1541104,True
15708,9520552,True
3422,4101552,True
2298,3393528,True
9552,7068448,True
27100,12152264,False
14171,9217336,True
6987,6141720,True
26918,12152048,False
690,1784344,True
8796,6815776,True
9270,6910600,True
2060,3345856,True
9914,7079256,True
11590,7722856,True
5120,5368984,True
6265,5914536,True
16243,9703936,True
9352,7005608,True
6026,5809464,True
13385,8192448,True
4687,5281360,True
955,2365560,True
8308,6563704,True
8972,6874648,True
22922,11247064,True
4918,5269656,True
1682,3064944,True
10709,7430776,True
10411,7278528,True
7437,6289080,True
25271,11818344,True
3226,3949872,True
5191,5457456,True
12256,7915112,True
5446,5501392,True
1657,3007256,True
1569,2926864,True
13090,8192584,True
6634,6012888,True
6343,5904176,True
26570,12151856,False
4870,5223560,True
16049,9735160,True
9702,7127072,True
5724,5652624,True
9278,6964536,True
7787,6491800,True
5219,5353944,True
11270,7525160,True
10360,7245336,True
20020,10658040,True
27040,12152120,False
4498,5064104,True
12669,7950784,True
15026,9352816,True
17127,9848224,True
5486,5548176,True
3350,4534384,True
16262,9570224,True
6028,5690088,True
2456,3481040,True
27120,12152376,False
10874,7447144,True
6056,5709000,True
6806,6064592,True
270,1298632,True
19531,10522352,True
17737,10052384,True
16816,9862000,True
6254,5826112,True
5245,5373168,True
10746,7400240,True
24620,11626456,True
15071,9479832,True
11588,7679872,True
414,1494752,True
6906,6079416,True
18588,10343216,True
12127,7946656,True
3600,4633928,True
9960,7201360,True
4647,5182432,True
1830,3066672,True
2879,3828968,True
14775,9398152,True
2488,3587936,True
16031,9685432,True
1230,2667928,True
2566,3629984,True
8315,6660936,True
22433,11227168,True
9627,7069328,True
2627,3778384,True
27258,12152016,False
4098,4807984,True
15746,9620832,True
26700,12152600,False
14940,9482520,True
8687,6758464,True
1978,3201928,True
10984,7391744,True
3541,4585296,True
1454,2830656,True
26525,12152016,False
9286,6957664,True
11801,7740552,True
3892,4736056,True
19542,10593192,True
7248,6265920,True
2470,3533776,True
27437,12152336,False
3027,3852928,True
20391,10759056,True
7786,6455480,True
6644,6020784,True
2184,3405312,True
8077,6631528,True
3525,4602656,True
15148,9645008,True
9912,7168728,True
1502,2869800,True
12770,8002104,True
10854,7557776,True
24970,11844576,True
6680,5968024,True
12348,7972696,True
10430,7358328,True
20698,10786632,True
11763,7744232,True
16800,9937336,True
2395,3539992,True
15136,9448536,True
27140,12152016,False
8332,6659216,True
14913,9408432,True
26944,12151824,False
26839,12141112,True
11220,7584760,True
8738,6824912,True
16522,9813216,True
8391,6650008,True
1824,3150072,True
7420,6269376,True
14131,9232104,True
8564,6663224,True
11742,7778368,True
5821,5620224,True
10174,7266248,True
12356,7952792,True
6272,5876528,True
907,2070648,True
11806,7794920,True
17238,10093744,True
13151,8188088,True
3876,4750432,True
12285,7969024,True
18927,10429784,True
16018,9724064,True
14317,9230928,True
342,1321792,True
8573,6741424,True
14256,9282232,True
25666,11878368,True
7679,6422360,True
6035,5726920,True
11224,7618632,True
13689,9138160,True
9950,7175768,True
23988,11491936,True
27261,12151760,False
24496,11627240,True
1261,2602840,True
3070,3941072,True
4828,5164848,True
4610,5104872,True
4679,5116608,True
11649,7720944,True
18517,10255784,True
3275,4012376,True
437,1486344,True
7580,6443656,True
13921,9177968,True
6200,5882352,True
761,1976480,True
432,1584192,True
12852,8082624,True
8703,6744552,True
11768,7737464,True
8617,6770960,True
738,1961056,True
5107,5341768,True
14411,9329296,True
9297,7036352,True
5573,5587312,True
2274,3442120,True
14096,9199920,True
8539,6664320,True
8346,6669792,True
9393,6947672,True
1212,2592304,True
8119,6633488,True
6463,6047488,True
4323,4926984,True
20290,10621200,True
7090,6129376,True
9125,6888208,True
4650,5200088,True
26830,12151880,False
10747,7395648,True
17103,9988672,True
15156,9509936,True
3918,4842184,True
7666,6331720,True
20871,10726960,True
10647,7431872,True
522,1649432,True
1494,2908560,True
1491,2841304,True
11563,7628512,True
2480,3541288,True
557,1746328,True
3156,3964296,True
5971,5733408,True
1405,2795568,True
12627,7963208,True
2070,3223144,True
6615,6010464,True
13179,8157336,True
11938,7848760,True
59,524624,True
7423,6247232,True
8329,6621984,True
22589,11265344,True
4185,4939640,True
11862,7750888,True
4888,5316264,True
3498,4604664,True
3910,4792680,True
5314,5555560,True
10913,7495328,True
3190,4063216,True
9731,7115216,True
5245,5415112,True
3713,4700600,True
11965,7812736,True
1145,2546528,True
1020,2473152,True
9068,6891256,True
23474,11438424,True
1813,3070448,True
16937,9893560,True
17490,9994600,True
20406,10743960,True
15766,9620680,True
18817,10327640,True
19531,10588408,True
26066,12033864,True
1927,3226688,True
2887,3903056,True
8159,6633984,True
6677,5955480,True
5121,5377560,True
10505,7332864,True
26820,12151760,False
3251,3905160,True
6057,5761560,True
8244,6562776,True
3963,4825424,True
6016,5678824,True
27046,12151472,False
4203,4919568,True
9010,6811080,True
14566,9316200,True
8098,6600824,True
20440,10788656,True
8125,6572272,True
8064,6514888,True
9910,7114344,True
10807,7505224,True
14223,9156600,True
19445,10550992,True
8562,6661328,True
27122,12151560,False
5338,5459064,True
1746,3067928,True
5843,5631776,True
5104,5365088,True
160,915840,True
26482,12152688,False
3418,4081664,True
12505,7998616,True
5969,5736264,True
6226,5824152,True
27191,12151856,False
4915,5227832,True
5379,5538472,True
11789,7805896,True
4470,5003320,True
656,1863896,True
6023,5751872,True
854,2299736,True
1072,2530184,True
24680,11714960,True
16741,9782272,True
5190,5314248,True
7909,6531312,True
440,1550000,True
27029,12152304,False
20239,10644656,True
15581,9535048,True
3371,4591552,True
1130,2495200,True
14268,9251992,True
8691,6751688,True
18442,10196248,True
25910,11904736,True
15931,9564104,True
2535,3730456,True
8125,6574728,True
13809,9092104,True
2114,3334080,True
11811,7754200,True
26103,11951144,True
27242,12152208,False
11863,7752968,True
5713,5607744,True
957,2366568,True
11366,7570728,True
9871,7161608,True
201,946768,True
2138,3326264,True
8913,6910512,True
16722,9895120,True
14391,9270400,True
2909,3739592,True
7180,6087488,True
4461,5081256,True
9056,6990136,True
4148,4918280,True
10567,7363800,True
4177,4915640,True
